B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,bsi,elev,mndwi,ndbi,ndvi,slope
477,3184,2530,710,980,1318,1761,2049.5,2239.5,2214.5,2512.5,2237,0.212415,537,-0.529298751,0.179586922,0.25378627,12.28961849
600,3464,2956,812,1122,1609,1877,2026,2152,2264,2426,2378,0.245060744,840,-0.510684693,0.209497207,0.169119546,15.99048805
603.5,3320.5,2705,768,1047,1455,1863,2156,2310,2290,2480.5,2478,0.219250654,917,-0.520549513,0.183673469,0.222963952,2.780288516
564.5,3593.5,2873,886,1379,1972,2239,2491,2672,2916.5,2929,2744,0.188193851,709,-0.445349422,0.103993856,0.193208551,4.669385815
777,3054.5,2325,669.5,1006,1202.5,1673,1997.5,2256,2274,2467.5,2737.5,0.182417888,779,-0.50449452,0.146476494,0.308212282,0.927409937
582,3076,2382.5,638,902.5,1181.5,1418.5,1819.5,2048.5,2234.5,2307,2621.5,0.194249649,851,-0.546311424,0.158459655,0.308255269,4.227090359
445,2206,1458.5,468.5,677,839.5,1078,1465.5,1661,1772,1901,1963.5,0.152289065,859,-0.53035033,0.10910005,0.357074478,17.40591922
367,2466,1617,461,652,890,1147,1525,1725,1940,2057,2130,0.16588501,454,-0.581783194,0.11938266,0.371024735,18.74352646
349,2163,1322,395,595,613,1081,1806,2057,2193,2383,2391,0.035048471,885,-0.568527919,-0.006887052,0.563079116,0.927409947
414.5,3731,2851.5,694,1056,1442,1902.5,2633,2941.5,2984.5,3222.5,3091,0.168841439,708,-0.558805097,0.111160748,0.348469445,1.900512218
385.5,2108.5,1234.5,350.5,608,466.5,1067.5,2436.5,2929.5,3224.5,3148.5,2919.5,-0.162601626,731,-0.552365176,-0.209263079,0.747222975,15.54040432
1140,2957,2736.5,1220,1509,1896.5,2077.5,2171,2407.5,2254.5,2445,2458,0.165585975,858,-0.324227497,0.134798043,0.086244278,6.882584095
798,4441,3619,1252,1934,2444,2645,2878,3051,3162,3254,3033,0.21869192,831,-0.393254902,0.16822307,0.12807706,4.627367506
470,2887,2023,555,733,1049,1390,1851,2018,2127,2323,2435,0.189483228,625,-0.595027624,0.151575588,0.339420655,8.602688122
469,2560,1666,461,663,784,1235.5,1923.5,2188,2230,2532,2415.5,0.108202154,891,-0.588582066,0.068893528,0.479761115,0.927409947
597,2840,2173,730,961,1198,1381,1752,1953,2061,2201,2162,0.182603602,685,-0.494343594,0.158947154,0.264805155,3.907455323
567,3955,2991,774.5,1233,1753.5,2139,2590.5,2779,2902.5,3001,3049,0.216450908,868,-0.524672321,0.15348159,0.246778351,0.927409947
551,3643.5,3040.5,686,976.5,1452,1800,1979.5,2117,2131.5,2359.5,2594.5,0.287880703,912,-0.577272727,0.261818182,0.189619087,1.329621967
394,1957,1143,401,651,584,1117,1985,2275,2304,2517,2398,-0.031261914,808,-0.500766871,-0.081436283,0.595567867,15.63124791
926,2831,2419,1136,1550,1546.5,1955.5,2443,2589,2628.5,2756,2736.5,0.075288627,862,-0.292398996,0.037091309,0.259161677,13.86751165
632.5,3099,1938.5,654,865,1177,1589.5,1966.5,2206.5,2293,2521.5,2527,0.18399557,916,-0.563572149,0.149480712,0.321613833,3.915918458
485,2841,2113,588,811,1090,1407,1911,2118,2170,2398,2408,0.175362536,921,-0.555859803,0.133905408,0.331288344,1.904973066
556,3624,2867,680,1026,1542,1873,2186,2414,2440,2621,2554,0.24692252,660,-0.558709677,0.19525066,0.225514817,3.395762883
436,3272.5,2414.5,708.5,1117,1659.5,1765.5,2289,2534.5,2762.5,2785.5,2673.5,0.173866476,925,-0.491058207,0.084507042,0.249434645,1.329308236
541,2637,1684,615,973,900,1432,2760,3276,3601,3601,3261,-0.087579002,682,-0.460941828,-0.15453671,0.600088869,2.11495216
908,3215.5,2922,1061,1358,1928,2053.5,2319,2484.5,2491.5,2596,2714,0.182957682,687,-0.406144091,0.126861749,0.127503111,6.876222944
647,3625,2752,786.5,1176,1418,1764,2678.5,3027,3594,3329.5,3438.5,0.070302966,638,-0.510102062,0.004294224,0.434158021,2.937610388
378,1710,988,390,679,556,1102,2083,2423,2703,2594,2622,-0.154319836,703,-0.431561323,-0.225016995,0.65879104,4.161611076
439,3214,2580,531,830,1086,1615,2012,2195,2211,2465,2308,0.221243965,848,-0.589515331,0.184884793,0.34121929,3.980772972
526,3343,2530,584,780.5,1048,1445,1774.5,1936,1913,2244,2500.5,0.274970964,927,-0.621438099,0.272070015,0.292131037,2.780288516
735,3111,2290,648,1028,1158,1937,2407,2733,2620,2895,2618,0.132811463,915,-0.503261657,0.085674402,0.386977237,1.329458114
563.5,3743.5,3009,788,1134,1732,2198.5,2477.5,2701.5,2650.5,2907.5,2994,0.22851694,923,-0.535007688,0.170941508,0.209583571,1.329761505
554.5,3070.5,2313.5,658.5,919.5,1124,1497.5,1780,1954,2020,2218.5,2241,0.220573258,760,-0.539097744,0.206364797,0.284987277,16.34910583
613,3651,2851,800,1144,1743,2131,2351,2651,2539,2995,2918,0.235314325,876,-0.522836288,0.179644588,0.185894442,0.952392466
1058.5,3396,3189.5,1556,1862,2169,2226,2414,2775.5,2881.5,2833,2536.5,0.11272182,816,-0.291745911,0.081959379,0.141075141,0
539,3594,2877,784,1224,1692,2067,2498,2730,2868,2906,2910,0.182814947,898,-0.491905355,0.112349118,0.257894737,0.927409937
881,2478.5,2042,642.5,872,1101,1401.5,1779.5,1977,2017.5,2093.5,2373,0.147367578,862,-0.479480675,0.102535587,0.293891294,5.495657326
468.5,2389.5,1766,489,637,801,1121,1454,1581.5,1657,1804,1808,0.195727537,807,-0.57905171,0.181020635,0.34825061,21.78609117
488,2352,1652,508,701,784,1069,1643,1818,1898,2036,2145,0.1317214,734,-0.540779561,0.106823529,0.41536167,4.744730473
339,2907,1864,525,857,962,1506,2175,2415,2634,2723,2703,0.101024474,897,-0.544633369,0.049269085,0.464961068,1.854334116
675,4530,3870.5,880.5,1341,1990,2467.5,2697,2934,2841,3132.5,3148,0.273250989,950,-0.543178334,0.229141229,0.176154005,1.329821229
480.5,2265,1494.5,495.5,752,777.5,1075,1980.5,2285.5,2310.5,2545,3267.5,0.040437719,680,-0.501491548,-0.009944268,0.496437824,2.997059345
657,3256,2610,694,989,1272,1604,1859,2088,2208,2331,2416,0.21884253,901,-0.534040047,0.191800878,0.268965517,1.328994395
562,3319,2571,688,931,1378,1686,2090,2274,2378,2535,2372,0.210099188,724,-0.561882353,0.165174653,0.266240682,13.51318659
407.5,2451,1734.5,451.5,672.5,753,1132.5,1482.5,1674,1697.5,1969.5,2103,0.197085746,861,-0.569393309,0.181631915,0.385431545,4.723059988
640.5,3165,2233,665.5,915.5,961,1655.5,2469.5,2835,3011,3131.5,3014,0.05760974,783,-0.55128048,0.024935233,0.51611279,4.220885754
621.5,3627,2898.5,724.5,1029.5,1513,1839,2142,2314,2385,2550,2747.5,0.246136129,845,-0.557822399,0.206586826,0.223704464,1.854334116
382.5,2511.5,1818,538.5,728,977.5,1231,1757.5,2012.5,2114,2301.5,2272.5,0.13620451,917,-0.550547924,0.085936655,0.367620896,0
494,2172,1317,446,736,637,1234,2334,2679,2778,2944,3113,-0.068788331,888,-0.493810179,-0.122424242,0.626939971,3.001017252
520,3211,2356,830,1136,1592,1832,2327,2569,2758,2802,2679,0.144797998,427,-0.477340695,0.075892109,0.268045977,11.92441559
538,3754,3020,747,1172,1636,2021,2363,2588,2645,2869,2485,0.227510818,978,-0.524157531,0.173308329,0.235692595,2.937699556
376,1687,1081,508,698,693,1039,1726,1962,1989,2192,2355,-0.023990158,902,-0.414675052,-0.082154516,0.483221477,23.58399062
455,2332,1549.5,464,738,776.5,1309.5,2329,2697.5,2615,2908,2546.5,0.004767677,866,-0.519218241,-0.057206388,0.54209052,2.117054712
451,2454.5,2036.5,598,725.5,877,1079.5,1573,1707,1804,1880,1903,0.16211738,756,-0.543710692,0.152753317,0.345766505,16.08849835
291,2074,1302,411,603,603,1045,1685,1878,1936,2120,2152,0.065684713,877,-0.549495704,0.034413965,0.525009846,4.723222445
604.5,3617.5,2796,724.5,1172,1829,1923.5,2194,2381,2558.5,2500.5,2519.5,0.247837791,914,-0.510596096,0.171470207,0.166267806,6.688521932
443.5,2499.5,1786,476.5,755.5,850.5,1302,2191,2570,2875,2851.5,2737.5,-2.24E-04,921,-0.535791091,-0.069866964,0.543416991,0.927409947
539,3612,2900,608,829,1056,1702,2086,2321,2122,2614,3020,0.261962693,668,-0.626660662,0.259853505,0.335431089,0.950521708
427,2660,1812,480,869,994,1524,2250,2490,2500,2707,2785,0.101597829,783,-0.507509209,0.031007752,0.431024614,3.704791784
968,3030,2563,1106,1389,1611,1962.5,2271,2473,2177.5,2601.5,2561,0.171304183,759,-0.371350984,0.163706193,0.149531477,0.951090533
692,2240,1896,944,1202,1266,1553,2072,2373,2586,2327,2306,-0.003411029,860,-0.301568855,-0.071694985,0.342679128,2.116421403
669,2919.5,2469.5,873,1168,1465,1589,1818,1989,2185,2188.5,2225.5,0.178233121,900,-0.428501529,0.143892644,0.197260274,0
438,3041,2014,510,778,824,1510,2282,2643,2834,2883,3169,0.072270773,680,-0.592563498,0.035234043,0.54948059,2.848835352
524.5,2975.5,2094,541.5,876,1072,1620,2289,2496,2555,2728,2745.5,0.133118701,724,-0.545112294,0.076032908,0.40887786,3.798392006
383.5,2836.5,2134,495.5,855,1184,1573,2106,2273,2346.5,2434.5,2497,0.171730419,909,-0.536773669,0.094539842,0.329273474,1.329381149
553,3458,2535.5,807.5,1230,1626,1839.5,2515.5,2818.5,3086,3142.5,2864.5,0.132609301,753,-0.475255973,0.056845966,0.309847199,3.977490211
612,3628,2739,847,1182,1613,1922,2366,2612,2508,2866,2975,0.219404374,832,-0.508523909,0.182529335,0.217180296,3.400537729
479,3803,3013,596,1026,1724,2127,2562,2758,2742,2895,2830,0.246926114,915,-0.575067302,0.16210848,0.227944469,0
623.5,3975.5,3558.5,823,1246,1904,2283.5,2522,2674.5,2605,2821,2411.5,0.263389739,920,-0.522742507,0.208266849,0.155466844,2.656910584
445,3018.5,1946,451.5,730,817.5,1463.5,2320,2594.5,2618,2935,2967.5,0.110998479,740,-0.610510871,0.071054733,0.524086741,2.937795639
500,2157,1268,478,777,760,1161,2096,2404,2510,2676,2753,-0.012023709,635,-0.470347648,-0.075637454,0.535168196,1.899349451
560,3334.5,2444.5,764.5,1064,1496,1876,2246.5,2438.5,2429,2656,2818.5,0.204012961,691,-0.516198704,0.157109395,0.237707006,2.780288458
449,3535,2641.5,687.5,996,1151,1977,2757.5,3089,2969,3372.5,3190.5,0.123404255,659,-0.560361951,0.08702337,0.441262136,2.083465099
382,2308,1362.5,452.5,674.5,579,1112,1652.5,1877.5,2133,2158.5,2296.5,0.05509365,882,-0.547694887,0.039405539,0.57300885,22.64060211
443,2633.5,2107.5,517.5,705,959,1179.5,1396.5,1566.5,1716.5,1787,2085,0.233158843,811,-0.577654635,0.210804598,0.28312465,3.365273878
817.5,3525.5,2875.5,1013,1400,1747,2135.5,2670.5,2950,3032,3106,2874.5,0.131741347,849,-0.431529794,0.075257339,0.268884704,0.952125679
658,4221,3376,874,1294,1926,2060,2405,2635,2774,2886,2863,0.255130168,881,-0.530734361,0.206862044,0.180425532,0
640,2976,2176,648,957,1169,1643,2105,2338,2430,2612,2479,0.147722553,839,-0.513348589,0.10099889,0.350375104,5.495312282
745,2247,1787,1016,1246,1500,1692,2203,2458,2580,2602,2486,0.020563802,811,-0.286573146,-0.068986948,0.264705882,2.655662492
495,3847,2831,811,1256,1692,2151,2621,2839,2902,3061,3225,0.197362732,708,-0.507740545,0.140020744,0.263387027,3.365154982
323.5,2374.5,1544,503,804,964,1176,2224.5,2572.5,2710,2906.5,2760,0.019155918,922,-0.494100991,-0.065984856,0.475231355,1.329440218
664,3857,2772,899,1300,1708,1916,2374,2618,2986,2970,2866,0.177777778,770,-0.495830909,0.127283355,0.272262463,2.083801508
484,3449,2830,683,1102,1796,2024,2357,2545,2598,2729,2701,0.230354211,591,-0.515710833,0.140730941,0.18252162,3.394865403
672,3413,2742,891,1292,1936,2091,2406,2596,2974,2713,2613,0.161059258,789,-0.450797024,0.068733365,0.211405295,3.979596853
880.5,4167,3269,1075,1465,2048,2412.5,2723.5,2959,3027,3223.5,2854,0.204807599,876,-0.479758523,0.158465388,0.192906404,2.852899551
380,2881.5,2134,530,768,1043.5,1329.5,1760.5,1963.5,2083,2217.5,2224.5,0.200672989,994,-0.579120427,0.160841978,0.332480409,5.547544895
578.5,3496,2645,779.5,1138,1566,1740,2142,2361.5,2569,2622,2864.5,0.203733428,844,-0.508847648,0.152844188,0.242563482,3.800951761
487,3018,2141,593,919,1175,1575,2244,2537,2666,2780,2722,0.12533548,852,-0.533147066,0.06192822,0.388180161,7.180334222
582,3188,2252,679,1108,1500,1917,2564,2854,2962,3061,2908,0.125705367,771,-0.484171322,0.036747967,0.32765576,7.172223115
530,3589,2687,565,939,1228,1831,2294,2604,2811,2926,2842,0.17588185,874,-0.58524735,0.1215625,0.391928695,2.938421017
433,2480.5,1854,522.5,703,892,1226.5,1644,1807.5,1884.5,2109,2084,0.167055974,750,-0.55834773,0.136540664,0.357464434,7.608394877
474,3172,2333,563,825,1048,1387,2001,2263,2222,2641,2395,0.204853676,893,-0.587190393,0.176121617,0.359021407,8.833887629
505,2998.5,2054.5,699.5,959.5,1284,1500,2045.5,2207.5,2477,2622,2543,0.148277249,476,-0.515159171,0.095242444,0.317202872,5.677181739
668.5,4514,3450,982.5,1458,2107,2451,2824,3097,3096,3267.5,3181.5,0.237627927,973,-0.511721366,0.186333771,0.190082645,6.0059267
402,3392,2423,692,1084,1562,1962,2623,2872,3066,3095,2722,0.13728191,923,-0.515638963,0.050480025,0.324978392,2.118968474
627.5,3016.5,2046.5,627,855.5,1051,1537,2050,2251.5,2306,2656,2828,0.162059853,876,-0.558109504,0.133489901,0.373845696,10.87322442
722,3578,2760,855,1190,1628,1924,2327,2566,2666,2815,2837,0.19307895,670,-0.500838926,0.146060218,0.24173265,3.396768128
699.5,3237,2418,642,970.5,1177.5,1718.5,2207.5,2480,2384,2737,2522,0.186613803,765,-0.538680927,0.151752357,0.338761758,3.97903091
511.5,3176.5,2380.5,549,769.5,1128.5,1465.5,2134,2352.5,2349.5,2651.5,2688,0.195252308,668,-0.609984795,0.149656171,0.35106383,3.903347513
523.5,3539,2792,705.5,992.5,1243.5,1594.5,1940,2122.5,2265.5,2434.5,2434.5,0.233636422,861,-0.561955202,0.219398742,0.291251069,1.329206119
712,2252,1868,926,1109,1369,1508.5,1671.5,1800.5,1788.5,1897,1986,0.14308263,856,-0.340077358,0.114713526,0.132858274,2.115756989
329.5,2918,2084.5,512,871,1068,1529,2154,2348,2306.5,2431,2509,0.171577632,715,-0.540248087,0.117044693,0.367017336,2.083460893
348.5,2522.5,1365.5,427.5,791,541.5,1273,2997,3504.5,3870,3763.5,3593.5,-0.167560959,605,-0.522559227,-0.210793899,0.75450527,2.112840743
807,3045,2297,692,1088,1390,1854,2422,2595,2648,2694,2629,0.140836013,869,-0.473505928,0.069734762,0.311540367,3.912664338
538,2792,2027,552,813,1020.5,1400,1827.5,2028,2110,2335.5,2296,0.177697119,753,-0.548959778,0.139126887,0.348027472,15.84404048
753,2773,2170,777,1100,1348,1766,2247,2378,2260,2567,2767,0.151438949,859,-0.431964885,0.10192728,0.252771619,0
772,2962,2152,628,897,1004,1649,2313,2550,2576,2791,2788,0.106276151,810,-0.535112724,0.069700253,0.439106145,2.938107563
424,1948,1208,358,664,527,1096,2007,2347,2387,2566,2626,-0.051724138,859,-0.491577335,-0.101268743,0.638297872,2.117636826
519,3236,2184,526,844,1032,1672,2258,2527,2382,2774,2852,0.189520624,681,-0.58627451,0.152011392,0.39543058,8.485051893
750,2317,1488,569,788,833,1235,2115,2357,2402,2632,2310,0.029243588,908,-0.492431562,-0.018012291,0.485007728,4.231320858
532,2768,1754,641,867,1088,1441,1916,2103,2215,2482,2523,0.148986889,573,-0.522971114,0.110977323,0.341204965,20.74100876
492.5,3228.5,2390,705.5,1032.5,1341,1824,2411,2659,2832,2919,2815,0.127297397,899,-0.515371978,0.065423645,0.357296909,2.938471794
483,3174,2161.5,609,824.5,1133,1473.5,1932.5,2189.5,2204.5,2518.5,2400,0.209746507,579,-0.587595348,0.180254718,0.321048689,4.72291372
533.5,3864,2917,756.5,1183,1863.5,2025.5,2494,2705,2992,2942,2797,0.208843394,936,-0.531206657,0.127187865,0.232416847,1.854334116
454.5,3095,2334.5,814,1214,1648,1508.5,1886,2048.5,2478,2309.5,2514,0.180584941,829,-0.436528197,0.110712363,0.201163354,5.495657444
517,3064,2321,745,1034,1338,1581,2360,2677,2821,2888,2834,0.104919679,832,-0.495363592,0.041291419,0.3565761,3.401243335
566,3343,2207,692,995,1228,1625,2299,2536,2665,2886,2899,0.153128153,659,-0.541263255,0.112849534,0.369124069,2.114448547
426,2465,1589,429,739,817,1188,1739,2020,2256,2286,2198,0.100050277,797,-0.538701623,0.044270282,0.468272047,3.365221296
282.5,1875,976.5,351,602.5,428,1003,1782,2038,2123.5,2287.5,2471,-0.035897436,960,-0.513622603,-0.062148306,0.664511072,2.847883075
350,2303.5,1476.5,347,580,599.5,1151,1696.5,1894.5,1976,2219.5,2201.5,0.110983544,682,-0.597711115,0.076527632,0.534459328,7.769460759
485.5,3763,2922.5,1115,1513,2034.5,1929.5,2422,2700,3073,2992.5,2703,0.161183716,917,-0.426459439,0.10093622,0.203328439,2.114853144
397,2467,1770,544.5,782,885.5,1238.5,1620.5,1794,1861.5,2044.5,2141.5,0.16436572,926,-0.518621114,0.139886797,0.355296687,8.066125216
501,2461,2009,612,827,1088,1356,1631,1758,1848,1982,2019,0.181228158,828,-0.496958637,0.142260385,0.258855586,10.50876027
446,2478,2076,563,801,960,1335,1757,1923,2028,2106,2119,0.140487643,686,-0.511436414,0.099866844,0.357429719,25.20235825
541.5,4184,3427.5,643.5,1046,1700,2021,2249.5,2436.5,2524,2625,2474,0.300116003,908,-0.6,0.247465713,0.195075758,2.657253504
350,2495,1524,453,700,820,1181,1852,2099,2296,2466,2416,0.093337731,891,-0.561815336,0.041536214,0.473684211,2.084448969
709,4376,3350,820.5,1196,1806.5,2218.5,2504.5,2701,2786,2951.5,2949.5,0.263152518,808,-0.570710696,0.222005027,0.213282526,1.328579611
509,3649,2968,699,1142,1936,1983,2365,2517,2792,2726,2784,0.230718378,878,-0.523272803,0.133053874,0.181049069,2.656326243
922,2087,1892,1017,1324,1479,1522,1752,1852,2126,1917,2040,0.063049635,865,-0.223688068,-0.009257061,0.179472954,7.483463187
509,3400,2710,653,930,1312,1825,2167,2348,2290,2564,2472,0.23109079,830,-0.570438799,0.195079086,0.271515825,4.723285675
475,3649,2773.5,587,941,1385,1966,2334.5,2534,2542,2767.5,2741.5,0.233370085,654,-0.589978214,0.178807947,0.294626942,2.937496901
616,3620,2630,752,993,1264,1643,1979,2221,2276,2521,2533,0.234580384,821,-0.569477563,0.227951153,0.285875706,21.46130943
646.5,3981.5,3101,760.5,1143,1729.5,2154.5,2466.5,2695,2736,2843,2840.5,0.240510453,830,-0.553907698,0.185411239,0.225394693,1.902838349
431,2415,1638,451,681,711,1158,1609,1834,1820,2044,2090,0.158421345,785,-0.560077519,0.140495868,0.438166733,2.998264243
481.5,2516,1674.5,607.5,878.5,988,1328.5,2136,2439,2560,2683.5,2565,0.050438432,875,-0.482397997,-0.008668243,0.443066516,0.952528596
442,3203,2236,525,869,1206,1680,2198,2462,2400,2620,2758,0.202345241,906,-0.573182711,0.143316081,0.331114809,2.115049601
391,2889,1910,551,825,1090,1415,2037,2354,2578,2678,2791,0.119583568,868,-0.555735057,0.056886775,0.405670665,0.927409937
590,3599,2698,780,1200,1752,2062,2588,2819,2952,3082,3110,0.178245073,655,-0.499895812,0.098763548,0.255102041,3.904434431
446,2997,1991,602,902,1108,1492,2731,3290,2958,3528,3196,0.071102414,607,-0.537317261,0.006549118,0.454992622,4.160503778
594,2887,2159,691,985,1128,1619,2333,2655,2634,2878,2762,0.09400545,691,-0.491219008,0.045825032,0.400318979,3.797450304
532,3287.5,2189,684.5,1050,1273,1743.5,2738.5,3087.5,3239.5,3397.5,3262,0.075019153,888,-0.515850144,0.007354068,0.435789474,2.656918287
506,2861,1997,552,818,976,1451,2300,2528,2476,2710,2629,0.117844137,741,-0.555313944,0.072137905,0.434530707,3.824002758
497,3083,2524.5,666,872.5,1186,1410,1650.5,1867.5,2004.5,2125,2468.5,0.230348008,760,-0.558842119,0.211990172,0.256542862,6.870933068
624,3614.5,2603.5,756.5,1090,1444,1681.5,2233.5,2539.5,2684,2803.5,2970.5,0.190375338,916,-0.53661388,0.147733587,0.300387597,1.329687733
616.5,2982.5,2514,951,1232,1524,1718,1965,2100,2213,2255.5,2460,0.175021185,903,-0.415351762,0.14810894,0.184372491,2.084579228
694,2634.5,1855,600,941,1236,1458,1983.5,2253.5,2399,2503,2785,0.126865128,877,-0.47364005,0.04678653,0.319944979,3.91424036
380,2825,2222,484,691,1088,1340,1620,1815,1914,2042,2309,0.240057043,912,-0.606939704,0.192234649,0.2751499,4.707970619
620.5,2884.5,2165,824.5,1242,1682,1623,2249,2494,2990,2588.5,2671.5,0.089726763,932,-0.398037077,-0.017958975,0.279965753,2.084682215
754,3786,3081,1136,1562,1918,2136,2558,2841,3118,3178,3290,0.145611569,973,-0.415856395,0.096755504,0.238284353,35.75863266
620,4371,3310,888,1266,1680,2213,2684,2969,3030,3232,3250,0.213963286,957,-0.550824907,0.181191731,0.286624204,1.329764623
984,2637.5,2346,934.5,1300,1488,1937.5,2206.5,2334.5,2182,2383.5,2549.5,0.139326153,921,-0.33968254,0.094511879,0.189100817,1.854334169
1181.5,2861.5,2694,1427,1881,2186.5,2441.5,2580.5,2594,2423.5,2575.5,2462.5,0.134573243,907,-0.206747496,0.082876064,0.051409978,4.227714539
750,3498,2895,1064,1482,1744,2141.5,2628,2844,2840,2961,2762.5,0.146293462,751,-0.404819277,0.103818239,0.239092496,4.627367506
847,2469,2200,998,1284,1458,1822,2223,2325,2262,2482,2596,0.092806456,870,-0.315747402,0.043753963,0.216129032,3.367803574
495.5,3035,2366,604,824.5,1054,1407.5,1789.5,1980,2062,2266,2272.5,0.210658771,569,-0.572742583,0.190896606,0.323491656,3.903565871
453,3227,2502,478,832,1204,1857,2522,2720,2884,2907,2554,0.137174387,920,-0.59004681,0.056128293,0.410958904,0.953182249
772,4673,3776,1060,1528,2122,2516,2896,3143,3294,3420,3356,0.218943403,852,-0.507176262,0.173088992,0.216395864,2.780288515
537,3996,3199.5,830,1186,1825,2063,2517.5,2784.5,2880,3034,2919.5,0.221487777,762,-0.542261675,0.162303665,0.224229543,5.97490284
664,4157,3315,1444,1904,2720,2455,2698,2814,3362,2982,2864,0.177266113,893,-0.371720838,0.105732145,0.105557382,0.927409937
319,1631,994,336,583,503,980,1765,2085,2098,2218,2398,-0.065674256,869,-0.4733514,-0.125234647,0.613225682,0.951907369
540,2987,1912,547.5,913.5,851,1506,2940.5,3317,3358,3485.5,3392,-0.008716988,693,-0.531598513,-0.058471237,0.595628415,3.904101372
879.5,3247,2570,852,1206,1783,1895,2426,2666.5,2803,2875,2699,0.158318941,743,-0.45834269,0.07338843,0.222416049,4.224089402
589,3901,3054,764,1164,1676,2116,2401,2624,2674,2855,2799,0.237271215,934,-0.540375123,0.18661597,0.229425287,2.084683217
882.5,2541,1952.5,1391,1644,1800,1661.5,2204.5,2405,2615.5,2583.5,2453,0.040071878,842,-0.214336918,-0.014447784,0.184690296,5.49561189
